trap	Sum_Length
851	14.17619202
852	11.12879941
853	13.75886293
854	8.422047491
855	1.356572817
856	3.152222812
857	4.081275509
858	7.566833034
859	9.545688794
860	11.42926363
861	9.865347631
862	13.91163628
863	3.28679378
864	3.479688927
865	3.550977011
866	1.108425539
867	3.342511793
868	1.617551226
869	4.255253194
870	7.511410922
871	11.57790015
872	4.185970808
873	13.90396048
874	2.431952672
875	3.34689794
876	12.28038703
877	7.444835405
878	8.876891543
879	13.97511308
880	15.82836
881	5.662991064
882	4.389936226
883	3.921664073
884	16.34966452
885	11.71965236
886	0.552751295
887	3.716727493
888	7.514830941
889	4.262291362
890	4.945220222
891	6.94443594
892	7.187411483
893	3.386503107
894	13.32029742
895	5.706341486
896	5.896115758
897	10.32605184
898	11.34408274
899	9.701353426
900	6.380120172
901	6.79069985
902	2.108056661
903	5.796705355
904	13.36777992
905	9.803864934
906	13.68264748
907	3.374430306
908	10.41335147
909	14.31416394
910	1.540359306
911	6.657077776
912	8.740172967
913	6.808942031
914	7.289278845
915	2.967028011
916	2.879215028
917	12.33566979
918	6.763239654
919	4.706126872
920	3.925757002
921	13.43518422
922	4.583726815
923	7.22694181
924	6.151443855
925	11.65755426
926	5.665595668
927	7.026791065
928	2.312152383
929	3.033247889
930	0.220858771
931	14.57181029
932	1.188968306
